,loan_id,user_id,total_loan,year_of_loan,interest,monthly_payment,class,employer_type,industry,work_year,house_exist,censor_status,issue_date,use,post_code,region,debt_loan_ratio,del_in_18month,scoring_low,scoring_high,known_outstanding_loan,known_dero,pub_dero_bankrup,recircle_b,recircle_u,initial_list_status,app_type,earlies_credit_mon,title,policy_code,f0,f1,f2,f3,f4,early_return,early_return_amount,early_return_amount_3mon,isDefault
131,1045484,245484,28636.36364,5,25.506,1096.95,G,政府机构,建筑业,10+ years,0,1,2016/4/1,0,465,19,12.12545455,0,725.4545455,785.9090909,8,2,2.0,3081.923077,18.63076923,0,0,1-Aug,0,1,3.0,0.0,8.0,10.0,7.0,0,0,0.0,1
132,1024133,224133,15709.09091,5,15.99,466.81,C,世界五百强,电力、热力生产供应业,1 year,0,0,2017/5/1,0,162,2,29.79090909,0,580.9090909,629.3181818,17,0,0.0,46340.76923,76.46153846,0,0,Feb-95,0,1,8.0,0.0,10.0,21.0,12.0,0,0,0.0,1
133,1042684,242684,15545.45455,3,15.389,649.29,C,普通企业,住宿和餐饮业,,1,2,2016/6/1,0,619,11,20.8,0,725.4545455,846.3636364,12,0,0.0,10879.61538,50.19230769,0,0,9-Jun,0,1,8.0,0.0,15.0,16.0,5.0,0,0,0.0,1
134,1047577,247577,2727.272727,3,18.24,108.82,D,世界五百强,金融业,2 years,1,0,2014/7/1,10,221,8,17.60909091,0,636.3636364,742.4242424,10,0,0.0,8713.384615,89.81538462,0,0,5-Mar,11,1,4.0,0.0,6.0,6.0,4.0,0,0,0.0,0
135,1026835,226835,10500.0,3,22.825,394.25,E,政府机构,房地产业,10+ years,0,1,2016/4/1,2,750,2,11.03,0,572.7272727,668.1818182,5,0,0.0,1063.0,24.7,1,0,2-Mar,5,1,2.0,0.0,6.0,3.0,2.0,0,0,0.0,0
137,1043564,243564,8272.727273,3,11.44,230.64,B,政府机构,公共服务、社会组织,< 1 year,1,1,2017/1/1,0,72,10,12.88,0,580.9090909,629.3181818,8,0,0.0,2957.538462,47.1,0,0,13-Jun,0,1,2.0,0.0,2.0,7.0,4.0,0,0,0.0,0
139,1032544,232544,9927.272727,3,12.617,276.88,B,上市企业,电力、热力生产供应业,9 years,0,2,2016/6/1,2,512,21,34.17,0,736.3636364,920.4545455,20,1,0.0,10147.0,16.3,0,0,6-Nov,5,1,7.0,0.0,15.0,22.0,11.0,0,0,0.0,0
140,1041293,241293,8590.909091,3,16.797,274.04,C,上市企业,文化和体育业,3 years,1,0,2012/1/1,0,136,8,21.99090909,0,736.3636364,920.4545455,9,0,0.0,15135.0,98.75384615,1,0,Feb-83,61387,1,,,,,,0,0,0.0,0
141,1032530,232530,1500.0,3,7.91,46.95,A,普通企业,住宿和餐饮业,10+ years,0,0,2015/12/1,2,31,2,0.785454545,1,752.7272727,940.9090909,10,0,0.0,2301.923077,31.2,0,0,2-Mar,5,1,2.0,0.0,24.0,8.0,4.0,0,0,0.0,0
142,1009749,209749,7272.727273,3,9.99,258.1,B,幼教与中小学校,电力、热力生产供应业,10+ years,0,1,2015/10/1,0,213,3,13.19727273,0,720.0,840.0,7,0,0.0,8263.384615,74.30769231,0,0,1-Oct,0,1,4.0,0.0,3.0,7.0,2.0,0,0,0.0,0
143,1049563,249563,9090.909091,3,10.99,327.34,B,上市企业,建筑业,10+ years,2,0,2015/6/1,0,224,3,12.26454545,0,758.1818182,884.5454545,11,0,0.0,8166.461538,56.32307692,1,0,2-Jul,0,1,8.0,0.0,1.0,11.0,3.0,0,0,0.0,0
144,1037838,237838,21818.18182,3,8.19,628.49,A,普通企业,农、林、牧、渔业,3 years,1,1,2014/11/1,0,202,27,7.767272727,0,685.0,799.1666667,6,1,1.0,5030.307692,66.7,0,0,1-Mar,0,1,1.0,0.0,6.0,8.0,7.0,0,0,0.0,0
145,1037219,237219,21272.72727,5,8.991,382.36,B,普通企业,采矿业,2 years,0,1,2015/3/1,4,61,31,21.66,0,564.5454545,705.6818182,11,0,0.0,14471.0,67.84615385,0,0,1-Sep,4,1,7.0,0.0,24.0,18.0,7.0,0,0,0.0,0
148,1025321,225321,12727.27273,3,12.001,457.75,B,普通企业,农、林、牧、渔业,2 years,0,1,2017/5/1,0,165,17,3.747272727,0,665.0,831.25,8,1,0.0,7413.230769,56.12307692,0,0,14-Feb,0,1,6.0,0.0,0.0,7.0,4.0,0,0,0.0,0
149,1043183,243183,9090.909091,3,6.0,308.23,A,普通企业,公共服务、社会组织,1 year,1,0,2015/4/1,4,731,0,20.64,0,631.8181818,737.1212121,17,0,0.0,17036.30769,76.70769231,0,0,4-Aug,4,1,6.0,0.0,13.0,11.0,6.0,0,0,0.0,0
151,1003334,203334,12727.27273,3,11.997,473.95,C,普通企业,采矿业,,0,2,2015/3/1,0,176,3,18.52363636,0,552.2727273,598.2954545,6,0,0.0,10126.15385,66.18461538,1,0,Aug-95,0,1,4.0,0.0,18.0,10.0,6.0,0,0,0.0,0
152,1015733,215733,13090.90909,3,15.31,417.81,C,普通企业,批发和零售业,10+ years,1,0,2013/6/1,4,612,7,21.7,0,622.7272727,778.4090909,9,0,0.0,11015.0,93.3,1,0,5-Dec,38,1,6.0,0.0,6.0,10.0,9.0,0,0,0.0,0
153,1016552,216552,22159.09091,5,9.99,517.78,B,幼教与中小学校,农、林、牧、渔业,10+ years,1,0,2015/7/1,0,172,13,17.08181818,0,690.9090909,748.4848485,13,0,0.0,4829.0,21.7,0,0,5-Jun,0,1,3.0,0.0,16.0,7.0,4.0,0,0,0.0,0
154,1047608,247608,9200.0,3,5.32,277.06,A,普通企业,农、林、牧、渔业,10+ years,0,0,2016/10/1,0,480,8,12.72272727,0,850.9090909,1063.636364,11,0,0.0,5718.0,13.26923077,0,0,Aug-00,0,1,2.0,0.0,12.0,9.0,5.0,0,0,0.0,0
155,1013378,213378,7090.909091,3,5.32,180.69,A,政府机构,住宿和餐饮业,10+ years,0,0,2015/8/1,4,431,20,27.76363636,0,705.0,881.25,22,0,0.0,34169.69231,41.81538462,0,0,Jan-99,4,1,5.0,0.0,11.0,25.0,16.0,0,0,0.0,0
156,1011234,211234,8272.727273,3,12.49,234.15,B,幼教与中小学校,住宿和餐饮业,10+ years,2,0,2014/3/1,4,480,8,15.12,0,544.0909091,680.1136364,18,0,0.0,10549.61538,32.49230769,1,0,1-Feb,4,1,11.0,0.0,3.0,32.0,16.0,0,0,0.0,0
157,1043891,243891,11818.18182,3,10.791,332.1,C,幼教与中小学校,电力、热力生产供应业,10+ years,1,2,2015/12/1,0,108,21,20.71636364,0,556.3636364,649.0909091,11,1,1.0,7067.846154,33.13846154,0,0,Jul-89,0,1,3.0,0.0,7.0,13.0,6.0,3,228,68.4,0
158,1043025,243025,27000.0,5,17.27,824.94,C,普通企业,农、林、牧、渔业,10+ years,0,2,2013/4/1,0,186,9,27.33636364,0,685.0,856.25,23,0,0.0,42169.07692,63.8,1,0,Aug-95,212,1,7.0,0.0,20.0,16.0,5.0,0,8736,873.6,0
160,1032106,232106,18909.09091,3,13.536,554.96,C,普通企业,信息传输、软件和信息技术服务业,3 years,1,2,2018/3/1,4,629,20,18.98181818,0,593.1818182,741.4772727,7,0,0.0,4044.0,23.2,1,0,14-Nov,4,1,3.0,0.0,3.0,4.0,3.0,0,0,0.0,1
163,1030161,230161,3000.0,3,12.683,98.98,B,普通企业,金融业,,2,2,2015/7/1,0,751,16,31.93,0,834.5454545,904.0909091,16,0,0.0,4571.0,16.38461538,1,0,Dec-97,0,1,4.0,0.0,7.0,15.0,12.0,2,684,205.2,0
164,1030011,230011,13636.36364,3,11.421,503.18,C,世界五百强,制造业,10+ years,1,1,2015/7/1,4,230,2,37.5,0,627.2727273,679.5454545,21,0,0.0,16001.53846,63.96923077,0,0,1-Feb,4,1,12.0,0.0,12.0,14.0,9.0,0,0,0.0,1
165,1024734,224734,25675.0,3,7.62,676.99,A,普通企业,电力、热力生产供应业,6 years,0,2,2012/8/1,5,539,42,14.02727273,0,681.8181818,738.6363636,9,0,0.0,1657.0,15.57692308,1,0,7-Jun,56322,1,,,,,,2,6356,0.0,0
166,1028318,228318,27050.0,5,10.99,588.0,B,高等教育机构,金融业,6 years,0,2,2013/9/1,0,172,13,18.26,0,650.4545455,813.0681818,8,0,0.0,623.0769231,1.730769231,0,0,May-93,15897,1,4.0,0.0,13.0,14.0,8.0,3,10703,3210.9,0
167,1030067,230067,20000.0,3,24.74,792.45,E,上市企业,电力、热力生产供应业,7 years,1,1,2017/1/1,0,300,9,15.25090909,0,540.0,585.0,6,3,1.0,23506.0,84.43076923,0,0,Dec-99,0,1,3.0,0.0,5.0,8.0,8.0,3,6991,0.0,0
168,1045394,245394,9090.909091,3,11.53,329.91,B,世界五百强,采矿业,< 1 year,1,1,2015/9/1,4,185,3,9.73,1,544.0909091,680.1136364,8,0,0.0,9605.769231,50.8,1,0,1-Oct,4,1,2.0,0.0,12.0,8.0,6.0,3,3918,1175.4,0
170,1019553,219553,21272.72727,3,13.67,612.32,C,普通企业,交通运输、仓储和邮政业,10+ years,0,1,2016/5/1,0,245,26,10.32727273,0,548.1818182,685.2272727,7,1,1.0,10296.92308,72.8,1,0,Oct-98,0,1,3.0,0.0,3.0,12.0,10.0,2,4864,486.4,0
171,1040483,240483,16909.09091,5,18.25,474.86,D,政府机构,金融业,2 years,0,2,2014/4/1,2,542,14,29.36727273,0,609.0909091,761.3636364,8,1,1.0,5914.461538,69.23076923,0,0,3-Dec,5,1,5.0,,11.0,26.0,19.0,0,0,0.0,1
172,1041264,241264,13438.63636,5,25.608,465.68,F,普通企业,电力、热力生产供应业,3 years,1,2,2013/5/1,12,736,31,27.24,0,780.0,845.0,10,0,0.0,15145.38462,57.72307692,1,0,Sep-86,5289,1,5.0,0.0,3.0,9.0,5.0,4,649,194.7,0
173,1005006,205006,14890.90909,3,7.832,389.75,A,政府机构,金融业,< 1 year,0,0,2014/5/1,4,19,14,26.95454545,0,796.3636364,995.4545455,14,0,0.0,14003.23077,28.0,0,0,Dec-94,4,1,3.0,0.0,9.0,20.0,15.0,1,1592,159.2,0
174,1006972,206972,4200.0,3,12.49,140.49,B,世界五百强,金融业,2 years,1,0,2014/10/1,4,139,8,40.66909091,0,650.0,812.5,18,0,0.0,11013.0,34.06153846,1,0,2-Feb,4,1,6.0,0.0,10.0,16.0,7.0,3,1792,179.2,0
175,1048225,248225,20000.0,5,8.253,458.51,B,政府机构,电力、热力生产供应业,7 years,0,0,2015/7/1,4,162,2,7.91,0,790.9090909,922.7272727,10,0,0.0,12781.0,16.52307692,0,0,Mar-95,4,1,6.0,0.0,5.0,20.0,9.0,0,0,0.0,0
176,1038379,238379,17727.27273,5,13.99,348.95,C,普通企业,公共服务、社会组织,10+ years,0,1,2015/10/1,4,76,26,15.3,1,665.0,831.25,16,0,0.0,12686.0,50.67692308,0,0,Jul-82,4,1,10.0,0.0,13.0,18.0,5.0,0,0,0.0,0
178,1037432,237432,11345.45455,3,18.997,343.56,C,世界五百强,住宿和餐饮业,10+ years,0,1,2013/1/1,1,545,19,19.93909091,0,609.0909091,710.6060606,21,0,0.0,18035.07692,59.7,0,0,3-Apr,1,1,10.0,0.0,15.0,15.0,9.0,0,0,0.0,0
179,1031035,231035,20568.18182,3,6.39,692.31,A,普通企业,住宿和餐饮业,10+ years,0,2,2015/2/1,0,73,23,12.78181818,0,725.0,785.4166667,23,0,0.0,33867.07692,56.86153846,1,0,Oct-93,0,1,5.0,0.0,42.0,20.0,11.0,0,0,0.0,0
180,1026231,226231,18181.81818,5,10.087,416.82,B,政府机构,建筑业,7 years,0,1,2015/3/1,4,310,24,19.95,1,668.1818182,835.2272727,8,0,0.0,26648.46154,81.4,0,0,Aug-96,4,1,4.0,0.0,8.0,12.0,7.0,0,0,0.0,0
182,1030512,230512,24981.81818,3,15.906,787.8,C,普通企业,金融业,4 years,0,0,2016/2/1,0,143,8,24.21,0,690.0,747.5,14,0,0.0,31121.53846,82.5,0,0,3-Dec,0,1,11.0,0.0,4.0,18.0,14.0,0,0,0.0,1
183,1048474,248474,8213.636364,3,15.22,241.68,C,普通企业,住宿和餐饮业,5 years,0,2,2013/8/1,2,484,21,31.15636364,2,747.2727273,809.5454545,9,0,0.0,2007.692308,23.90769231,1,0,2-Jan,70,1,3.0,0.0,4.0,7.0,3.0,0,0,0.0,0
184,1004497,204497,15272.72727,3,14.616,493.86,C,普通企业,文化和体育业,4 years,2,1,2014/2/1,0,47,17,23.57181818,0,552.2727273,644.3181818,9,0,0.0,7189.538462,55.38461538,1,0,Nov-98,0,1,6.0,0.0,7.0,7.0,5.0,0,0,0.0,0
187,1032433,232433,26529.54545,5,16.425,827.8,D,上市企业,住宿和餐饮业,10+ years,1,1,2016/2/1,0,297,18,17.21818182,0,725.4545455,846.3636364,11,1,1.0,14208.92308,74.76923077,0,0,Mar-83,0,1,8.0,,12.0,49.0,28.0,0,0,0.0,0
188,1043311,243311,43636.36364,5,21.912,1057.98,D,政府机构,公共服务、社会组织,1 year,0,1,2018/7/1,0,75,33,27.16,2,710.0,887.5,16,0,0.0,16011.69231,34.7,0,1,7-Mar,0,1,7.0,0.0,14.0,22.0,8.0,0,0,0.0,0
189,1048260,248260,23427.27273,5,16.99,533.6,D,幼教与中小学校,金融业,10+ years,0,1,2015/3/1,4,500,27,29.12727273,0,580.9090909,629.3181818,9,0,0.0,33602.15385,94.33846154,1,0,May-99,4,1,5.0,0.0,7.0,9.0,4.0,0,0,0.0,0
190,1008670,208670,9818.181818,3,10.076,286.87,B,普通企业,农、林、牧、渔业,10+ years,0,1,2016/3/1,3,204,24,15.18545455,0,660.0,770.0,6,1,0.0,4920.923077,42.46153846,0,0,2-Jun,3,1,2.0,0.0,12.0,11.0,6.0,0,0,0.0,0
191,1032262,232262,21818.18182,3,11.691,673.79,C,政府机构,公共服务、社会组织,< 1 year,1,2,2014/11/1,4,277,8,12.66,0,680.0,736.6666667,16,0,0.0,19853.53846,111.2307692,1,0,4-Oct,4,1,4.0,0.0,9.0,11.0,8.0,0,0,0.0,0
193,1041448,241448,8727.272727,3,17.919,282.41,D,世界五百强,房地产业,10+ years,0,0,2016/3/1,7,139,8,21.00909091,0,572.7272727,620.4545455,8,0,0.0,17179.0,63.2,1,0,Jun-93,8,1,4.0,0.0,7.0,7.0,2.0,0,0,0.0,0
194,1020115,220115,11818.18182,3,13.882,335.12,C,普通企业,交通运输、仓储和邮政业,,1,2,2017/9/1,0,141,13,21.10909091,3,730.9090909,913.6363636,27,0,0.0,26290.38462,62.3,1,0,Apr-94,0,1,12.0,0.0,2.0,42.0,11.0,0,0,0.0,1
195,1035348,235348,24000.0,5,10.076,500.07,B,普通企业,电力、热力生产供应业,10+ years,1,1,2016/3/1,0,216,8,16.40727273,1,763.6363636,827.2727273,8,0,0.0,18228.0,50.58461538,0,0,Sep-89,0,1,4.0,0.0,2.0,10.0,7.0,0,0,0.0,0
196,1027622,227622,5454.545455,3,12.683,164.96,B,高等教育机构,电力、热力生产供应业,9 years,0,0,2015/10/1,7,447,30,20.8,0,650.0,812.5,10,0,0.0,48169.69231,79.8,1,0,1-Oct,8,1,7.0,0.0,2.0,15.0,12.0,0,0,0.0,0
198,1045705,245705,7975.0,3,11.49,262.95,B,普通企业,金融业,3 years,0,0,2017/2/1,3,4,3,19.83,0,645.4545455,699.2424242,17,0,0.0,5351.076923,35.42307692,1,0,5-Sep,3,1,3.0,0.0,15.0,7.0,3.0,0,0,0.0,1
199,1047886,247886,20945.45455,5,11.421,433.82,C,幼教与中小学校,电力、热力生产供应业,10+ years,2,0,2015/8/1,4,97,12,20.5,0,670.0,725.8333333,13,1,1.0,8232.692308,25.63076923,0,0,May-98,4,1,5.0,0.0,13.0,20.0,6.0,0,0,0.0,0
200,1013074,213074,27272.72727,3,5.852,903.45,A,政府机构,电力、热力生产供应业,6 years,0,1,2016/3/1,2,203,30,2.145454545,0,625.9090909,782.3863636,10,0,0.0,28527.69231,39.6,0,0,Oct-77,5,1,1.0,0.0,6.0,10.0,5.0,0,0,0.0,0
201,1041152,241152,28800.0,3,20.31,1074.87,D,政府机构,建筑业,7 years,0,2,2013/7/1,0,64,14,10.33636364,0,685.0,799.1666667,16,0,0.0,20081.0,62.58461538,1,0,Jun-99,36222,1,10.0,0.0,10.0,19.0,8.0,0,0,0.0,0
203,1019499,219499,5890.909091,3,12.837,238.01,B,世界五百强,住宿和餐饮业,1 year,1,0,2014/7/1,0,490,44,24.73636364,0,540.0,675.0,32,0,0.0,6443.076923,83.1,1,0,Feb-93,0,1,4.0,0.0,45.0,6.0,4.0,0,0,0.0,0
204,1025981,225981,7272.727273,3,10.296,263.58,B,普通企业,金融业,,0,0,2017/2/1,0,240,21,7.418181818,0,801.8181818,935.4545455,4,0,0.0,7269.230769,105.6923077,1,0,May-00,0,1,2.0,0.0,2.0,3.0,3.0,0,0,0.0,0
205,1038021,238021,13000.0,3,7.89,406.72,A,普通企业,电力、热力生产供应业,10+ years,1,0,2015/3/1,0,134,8,23.78454545,0,627.2727273,731.8181818,28,0,0.0,21600.92308,36.46153846,0,0,3-Mar,0,1,11.0,0.0,7.0,36.0,13.0,0,0,0.0,0
206,1002823,202823,8000.0,3,16.875,292.24,D,幼教与中小学校,制造业,3 years,2,0,2013/7/1,4,251,8,17.58545455,0,548.1818182,639.5454545,12,0,0.0,12382.15385,80.4,1,0,Feb-91,28,1,10.0,0.0,4.0,17.0,13.0,0,0,0.0,1
207,1028074,228074,32025.0,5,29.689,977.71,F,幼教与中小学校,住宿和餐饮业,2 years,1,1,2016/9/1,0,205,8,11.08181818,0,640.9090909,747.7272727,12,3,0.0,1842.461538,5.169230769,0,0,6-Feb,0,1,4.0,0.0,5.0,11.0,9.0,0,0,0.0,0
208,1000014,200014,7854.545455,3,7.803,303.81,B,政府机构,电力、热力生产供应业,8 years,0,2,2015/1/1,4,671,13,19.75636364,0,675.0,787.5,19,1,1.0,18312.0,60.0,1,0,Jul-87,4,1,12.0,0.0,4.0,26.0,8.0,0,1624,162.4,0
210,1014692,214692,21522.72727,3,14.663,801.48,C,普通企业,公共服务、社会组织,8 years,1,1,2015/10/1,0,143,8,20.99090909,0,769.0909091,897.2727273,12,0,0.0,32205.23077,91.96153846,0,0,Oct-96,0,1,9.0,0.0,3.0,24.0,12.0,3,2319,695.7,0
212,1048763,248763,8272.727273,3,13.739,234.15,B,政府机构,文化和体育业,10+ years,1,0,2014/9/1,0,143,8,23.85818182,1,747.2727273,934.0909091,16,0,0.0,13065.23077,57.3,1,0,4-Jun,0,1,12.0,0.0,5.0,30.0,10.0,1,1844,553.2,0
213,1021051,221051,15431.81818,5,24.99,498.14,E,世界五百强,电力、热力生产供应业,2 years,1,1,2016/7/1,3,365,19,11.11,0,600.0,750.0,5,1,1.0,69.23076923,0.9,1,0,Apr-96,3,1,1.0,0.0,6.0,9.0,7.0,0,0,0.0,1
214,1000834,200834,20681.81818,5,21.109,455.8,E,上市企业,文化和体育业,1 year,1,1,2015/5/1,0,195,38,21.54545455,1,580.9090909,629.3181818,4,0,0.0,3736.0,29.18461538,1,0,Mar-00,0,1,2.0,0.0,3.0,15.0,11.0,0,0,0.0,1
216,1016831,216831,16250.0,3,14.96,476.39,D,普通企业,住宿和餐饮业,10+ years,1,0,2010/3/1,0,391,0,26.31272727,0,548.1818182,593.8636364,12,0,0.0,14540.61538,58.15384615,1,0,Nov-97,71,1,,,,,,3,3125,937.5,0
217,1010918,210918,8181.818182,3,21.06,389.19,E,政府机构,建筑业,< 1 year,0,0,2018/8/1,2,0,0,25.44,0,725.0,845.8333333,11,0,0.0,24582.0,63.5,0,0,4-Sep,5,1,4.0,0.0,9.0,15.0,9.0,0,0,0.0,1
219,1026108,226108,5072.727273,3,7.35,192.44,A,政府机构,制造业,10+ years,2,1,2017/10/1,0,840,22,11.05,0,681.8181818,795.4545455,3,0,0.0,1545.0,19.8,0,0,1-Jun,0,1,2.0,0.0,3.0,5.0,2.0,0,2716,814.8,0
223,1034640,234640,13472.72727,5,14.688,279.17,E,普通企业,制造业,3 years,1,2,2010/11/1,0,57,9,16.93,0,544.0909091,634.7727273,20,0,0.0,38189.0,67.93846154,1,0,Nov-88,77,1,,,,,,5,886,88.6,0
224,1027143,227143,1363.636364,3,18.06,54.28,D,政府机构,电力、热力生产供应业,1 year,0,0,2017/9/1,3,375,2,18.22909091,0,818.1818182,954.5454545,7,0,0.0,4893.461538,28.86153846,1,0,7-Dec,3,1,1.0,0.0,8.0,7.0,2.0,0,0,0.0,0
225,1044264,244264,10000.0,3,9.79,349.29,A,普通企业,公共服务、社会组织,10+ years,1,2,2013/1/1,4,852,41,20.44363636,0,568.6363636,616.0227273,9,1,1.0,11475.0,85.03846154,1,0,Jun-90,4,1,4.0,0.0,9.0,7.0,7.0,0,0,0.0,0
226,1021360,221360,9818.181818,3,10.377,296.92,B,幼教与中小学校,建筑业,3 years,1,1,2015/4/1,5,286,16,17.32909091,0,600.0,650.0,10,1,0.0,6477.692308,45.92307692,0,0,Aug-00,6,1,7.0,0.0,6.0,14.0,4.0,0,0,0.0,0
227,1049336,249336,22909.09091,5,12.87,655.88,C,普通企业,文化和体育业,10+ years,0,2,2013/10/1,0,178,23,5.94,0,695.0,810.8333333,9,0,0.0,29079.07692,65.26153846,1,0,Jul-93,28,1,6.0,0.0,9.0,20.0,14.0,0,0,0.0,0
228,1030293,230293,4545.454545,3,7.362,157.1,B,幼教与中小学校,农、林、牧、渔业,2 years,1,0,2015/5/1,0,51,13,4.434545455,0,560.4545455,653.8636364,3,0,0.0,8079.0,79.04615385,0,0,5-Oct,0,1,3.0,0.0,5.0,4.0,2.0,0,0,0.0,0
230,1040964,240964,12113.63636,3,13.032,352.72,C,上市企业,文化和体育业,< 1 year,1,1,2015/12/1,4,4,3,34.34545455,0,568.6363636,616.0227273,7,0,0.0,11988.46154,79.36923077,0,0,3-Sep,4,1,4.0,0.0,25.0,11.0,8.0,0,0,0.0,0
233,1022752,222752,8181.818182,3,10.251,329.24,B,普通企业,交通运输、仓储和邮政业,6 years,1,1,2017/5/1,4,359,43,32.95636364,0,556.3636364,695.4545455,11,5,0.0,9412.307692,65.36923077,0,0,6-Feb,4,1,7.0,0.0,9.0,21.0,9.0,0,0,0.0,0
235,1038824,238824,15000.0,3,10.377,494.86,B,幼教与中小学校,房地产业,8 years,0,0,2015/5/1,0,195,38,13.27909091,0,675.0,787.5,12,0,0.0,11613.46154,42.5,1,0,Apr-90,0,1,3.0,0.0,15.0,24.0,5.0,0,0,0.0,1
236,1010906,210906,23636.36364,3,7.21,619.47,A,普通企业,公共服务、社会组织,,1,0,2018/10/1,0,157,8,12.17,0,609.5454545,660.3409091,17,1,1.0,11642.30769,18.11538462,0,0,Nov-99,0,1,8.0,0.0,3.0,24.0,16.0,0,0,0.0,0
237,1005375,205375,25090.90909,3,10.42,746.69,B,政府机构,文化和体育业,2 years,0,1,2017/7/1,0,27,12,12.90545455,0,812.7272727,948.1818182,6,0,0.0,8145.0,45.6,1,0,4-Jan,0,1,2.0,0.0,5.0,7.0,6.0,0,0,0.0,0
238,1004599,204599,19027.27273,3,12.303,547.69,C,普通企业,公共服务、社会组织,,1,2,2016/3/1,4,17,13,35.44,0,710.0,828.3333333,5,0,0.0,15966.0,40.4,0,1,11-Aug,4,1,5.0,0.0,0.0,5.0,2.0,0,0,0.0,0
240,1045124,245124,19090.90909,3,7.9,657.1,A,政府机构,金融业,2 years,1,2,2013/11/1,0,266,31,24.0,8,675.0,843.75,18,0,0.0,22915.38462,81.63076923,1,0,Aug-00,191,1,6.0,0.0,24.0,12.0,7.0,0,0,0.0,0
241,1029832,229832,41363.63636,3,20.889,1282.79,D,政府机构,公共服务、社会组织,6 years,0,2,2016/7/1,0,152,14,16.60363636,0,660.0,770.0,7,1,1.0,6613.384615,42.1,0,0,Aug-99,0,1,2.0,0.0,15.0,11.0,6.0,0,0,0.0,0
242,1011493,211493,2272.727273,3,19.99,92.9,E,政府机构,农、林、牧、渔业,,1,2,2014/5/1,10,193,13,1.35,0,613.6363636,715.9090909,1,0,0.0,350.7692308,35.07692308,0,0,1-Aug,11,1,1.0,0.0,0.0,9.0,4.0,0,0,0.0,0
243,1039887,239887,20727.27273,5,13.18,434.07,C,政府机构,采矿业,10+ years,0,1,2015/12/1,0,397,35,12.39090909,0,758.1818182,947.7272727,12,0,0.0,20043.0,52.1,0,0,2-Feb,0,1,7.0,0.0,4.0,18.0,10.0,0,0,0.0,0
244,1003476,203476,12272.72727,3,8.18,471.3,B,政府机构,采矿业,10+ years,0,0,2015/4/1,0,228,24,12.3,1,568.6363636,663.4090909,14,0,0.0,18268.61538,37.15384615,0,0,Feb-86,0,1,9.0,0.0,3.0,19.0,9.0,0,0,0.0,0
245,1030846,230846,17454.54545,3,9.945,524.2,B,上市企业,公共服务、社会组织,10+ years,1,1,2018/6/1,2,31,2,16.73636364,0,750.0,875.0,6,0,0.0,1264.307692,6.676923077,0,0,5-Aug,5,1,2.0,0.0,10.0,13.0,8.0,0,0,0.0,0
247,1010294,210294,30545.45455,5,19.789,710.87,D,高等教育机构,公共服务、社会组织,2 years,0,2,2016/10/1,4,89,3,27.50181818,0,585.0,682.5,15,0,0.0,40783.07692,62.46153846,0,0,Jul-95,4,1,7.0,0.0,8.0,16.0,12.0,0,0,0.0,0
248,1035259,235259,8181.818182,3,11.49,329.72,B,普通企业,金融业,10+ years,0,1,2017/3/1,4,80,21,20.16363636,0,613.6363636,664.7727273,7,0,0.0,3171.538462,42.86153846,0,0,Feb-97,4,1,4.0,0.0,6.0,5.0,4.0,0,0,0.0,1
249,1041105,241105,24545.45455,3,15.389,1025.19,C,普通企业,采矿业,10+ years,1,1,2015/9/1,2,89,3,8.618181818,1,540.0,675.0,8,0,0.0,5957.538462,45.98461538,1,0,8-Jun,5,1,4.0,0.0,4.0,6.0,3.0,0,0,0.0,1
250,1002741,202741,22340.90909,3,20.339,894.5,D,普通企业,交通运输、仓储和邮政业,10+ years,1,2,2013/2/1,0,497,8,23.91818182,0,736.3636364,920.4545455,19,0,0.0,24646.46154,87.11538462,1,0,Oct-90,0,1,14.0,0.0,7.0,26.0,14.0,0,0,0.0,1
251,1013377,213377,15363.63636,5,12.204,299.53,C,幼教与中小学校,房地产业,10+ years,0,1,2018/10/1,0,297,18,14.72727273,0,700.0,875.0,7,0,0.0,27111.69231,65.26153846,0,0,Feb-98,0,1,4.0,0.0,9.0,7.0,2.0,0,0,0.0,0
252,1011828,211828,3600.0,3,15.59,115.36,D,普通企业,金融业,,1,2,2015/1/1,3,213,3,12.91818182,0,685.0,856.25,7,1,1.0,3583.846154,40.81538462,1,0,5-Apr,3,1,3.0,0.0,20.0,11.0,9.0,0,0,0.0,0
253,1013926,213926,10909.09091,3,9.79,317.54,A,政府机构,金融业,10+ years,1,1,2012/1/1,1,54,28,16.35545455,0,720.0,780.0,9,0,0.0,22575.0,64.3,1,0,Nov-00,61311,1,,,,,,0,0,0.0,0
256,1027023,227023,2181.818182,3,11.241,66.9,B,普通企业,信息传输、软件和信息技术服务业,2 years,0,0,2014/9/1,0,228,24,21.96818182,0,636.3636364,795.4545455,21,0,0.0,2079.692308,38.76923077,0,0,5-Sep,0,1,4.0,0.0,32.0,11.0,7.0,0,0,0.0,0
257,1048735,248735,13636.36364,3,7.614,473.24,A,普通企业,电力、热力生产供应业,10+ years,2,1,2018/7/1,5,4,3,30.30545455,0,650.0,758.3333333,15,0,0.0,8119.615385,11.72307692,1,0,Feb-98,6,1,6.0,0.0,10.0,21.0,10.0,3,5466,1639.8,0
